,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,model
4094,2015,750000,48238,0,2,1,0,13,135
4095,2016,535000,38365,0,0,0,0,1,31
4096,2016,1250000,23670,1,2,0,0,12,120
4097,2017,650000,49834,0,2,0,0,0,13
4098,2013,295000,57353,0,2,0,0,3,44
4099,2015,480000,68308,1,2,0,0,0,7
4100,2015,575000,63240,1,2,0,0,3,42
4101,2016,509999,60000,1,1,0,0,12,118
4102,2008,69000,100000,0,1,0,0,0,3
4103,2013,200000,60000,0,1,0,0,4,61
4104,2012,449000,90000,1,1,0,0,6,82
4105,2020,426000,1000,1,1,0,0,4,68
4106,2017,650000,6000,0,1,0,0,13,140
4107,2017,260000,50000,1,1,0,0,4,60
4108,2015,295000,90000,1,1,0,2,12,121
4109,2017,260000,30000,0,0,0,0,0,8
4110,2012,120000,140000,1,1,0,0,4,54
4111,2007,155000,65000,0,0,0,0,1,23
4112,2015,450000,38000,1,1,0,0,3,46
4113,2012,320000,80000,1,1,0,0,4,63
4114,2007,123000,50000,0,1,0,1,1,23
4115,2006,80000,110000,0,1,0,0,1,29
4116,2012,220000,90000,0,1,0,1,0,10
4117,2018,650000,37000,1,0,0,0,1,31
4118,2018,285000,30000,0,0,0,0,0,3
4119,2018,725000,26000,0,0,1,0,3,41
4120,2010,97000,128000,0,1,0,0,4,54
4121,2016,625000,30000,0,0,0,0,0,5
4122,2016,550000,23000,0,0,0,0,1,31
4123,2012,130000,120000,1,1,0,0,4,52
4124,2012,240000,40000,0,0,0,0,1,27
4125,2014,600000,27000,1,0,0,0,14,145
4126,2012,350000,65000,1,0,0,0,4,63
4127,2015,245000,32000,0,0,0,0,1,32
4128,2009,199000,52536,0,1,0,0,0,7
4129,2011,330000,100000,1,1,0,1,12,122
4130,2009,150000,80000,0,1,0,0,0,17
4131,2016,927999,90000,1,1,0,0,1,25
4132,2003,70000,60000,0,1,0,3,0,12
4133,2015,399000,55000,1,0,0,0,1,24
4134,2015,350000,90000,1,1,0,0,0,7
4135,2006,125000,50000,1,1,0,1,12,118
4136,2008,150000,90000,0,1,0,1,1,29
4137,2015,250000,25000,0,1,0,0,1,32
4138,2014,675000,61000,1,0,0,0,1,23
4139,2018,950000,30000,1,1,0,0,0,15
4140,2018,409999,45000,2,1,0,0,0,8
4141,2011,225000,60000,1,1,0,0,16,161
4142,2008,350000,75000,0,1,0,1,3,43
4143,2005,51111,140000,0,1,0,2,4,54
4144,2013,290000,56000,1,0,0,0,5,72
4145,2006,310000,62000,4,0,1,1,6,85
4146,2007,212000,58000,1,0,0,1,1,23
4147,2013,900000,49000,1,0,1,1,10,111
4148,2011,221000,56000,1,0,0,1,5,75
4149,2013,675000,73000,1,0,0,0,6,82
4150,2014,421000,69000,1,0,0,0,3,41
4151,2008,350000,10000,0,1,0,0,0,10
4152,2010,140000,110000,2,1,0,0,1,37
4153,2002,90000,116000,1,1,0,1,10,111
4154,2018,830000,40000,1,1,0,0,3,42
4155,2009,180000,30000,0,1,0,0,0,2
4156,2009,210000,109000,1,1,0,1,0,7
4157,2017,700000,90000,1,1,0,0,0,10
4158,2014,45000,7000,0,1,0,1,4,55
4159,2012,125000,120000,1,1,0,0,4,52
4160,2017,530000,64916,0,1,0,0,1,23
4161,2018,800000,37161,1,0,0,0,13,140
4162,2016,580000,15000,0,1,0,0,0,13
4163,2012,1400000,118000,1,1,1,1,9,103
4164,2018,300000,50852,0,1,0,0,15,152
4165,2016,300000,30000,0,1,0,0,15,152
4166,2015,700000,77000,1,1,0,0,0,5
4167,2012,250000,70000,0,1,0,2,14,147
4168,2016,500000,120000,1,1,0,0,5,74
4169,2009,428000,40000,0,1,1,2,3,47
4170,2019,1400000,33000,1,1,0,0,4,68
4171,2013,219000,53500,0,1,0,2,1,32
4172,2017,500000,40000,1,1,0,0,0,11
4173,2014,520000,82000,1,1,0,0,3,42
4174,2016,509999,60000,1,1,0,0,12,118
4175,2019,556000,24000,0,1,0,0,0,13
4176,2014,225000,120000,1,1,0,0,4,52
4177,2013,325000,65000,1,0,0,0,3,41
4178,2013,365000,65000,1,0,0,0,0,7
4179,2015,850000,84000,1,0,0,0,1,25
4180,2013,350000,75000,1,0,0,0,6,83
4181,2007,225000,50000,1,0,0,0,0,7
4182,2011,135000,50000,0,1,0,0,0,3
4183,2007,140000,49000,0,0,0,0,0,2
4184,2016,665000,560000,1,0,0,0,0,10
4185,2015,275000,14365,0,0,0,0,15,152
4186,2017,2750000,41000,1,1,1,0,6,84
4187,2013,484999,65000,1,0,0,0,1,23
4188,2015,565000,65000,1,0,0,0,0,5
4189,2013,425000,61083,1,0,0,0,0,7
4190,2013,925000,75000,1,1,0,0,6,82
4191,2012,565000,72000,1,0,0,0,12,118
4192,2014,525000,65000,1,0,0,0,15,151
4193,2010,409999,60000,0,1,0,0,3,42
4194,2018,570000,5000,0,1,0,0,4,53
4195,2007,160000,80000,0,1,0,2,0,10
4196,2017,749000,51500,1,1,0,1,0,5
4197,2010,300000,120000,1,1,0,2,0,7
4198,2014,550000,79800,1,0,0,0,13,135
4199,2015,550000,97000,1,0,0,1,13,135
4200,2019,1250000,6590,1,0,0,0,13,140
4201,2017,700000,49957,1,0,0,0,13,136
4202,2017,600000,43235,1,0,0,0,13,136
4203,2018,925000,50699,1,0,0,0,13,135
4204,2016,1800000,126000,1,0,1,0,13,139
4205,2015,459999,140730,1,0,0,1,13,136
4206,2015,565000,46000,0,1,0,0,1,31
4207,2013,170000,80000,0,1,0,2,1,32
4208,2001,150000,256000,1,0,0,0,6,87
4209,2008,295000,120000,1,1,0,0,12,118
4210,2018,819999,40000,1,1,0,0,1,31
4211,2019,819999,40000,1,1,0,0,1,34
4212,2015,320000,40000,0,1,0,0,0,17
4213,2015,550000,135000,1,1,0,1,13,140
4214,2015,550000,50000,1,1,0,0,12,121
4215,2017,590000,98000,1,1,0,0,17,168
4216,2014,1050000,70000,1,1,0,0,6,82
4217,2017,950000,50000,1,1,0,0,3,42
4218,2017,1000000,30000,1,1,0,0,3,42
4219,2013,500000,120000,1,1,0,0,14,145
4220,2017,450000,70000,1,1,0,0,16,162
4221,2017,720000,35000,1,1,0,0,0,7
4222,2015,390000,70000,1,1,0,1,0,4
4223,2014,500000,35000,1,1,0,0,12,131
4224,2016,2500000,70000,0,1,1,1,6,84
4225,2017,780000,50000,1,1,0,0,1,31
4226,2015,484999,90000,1,1,0,1,0,7
4227,2012,420000,90000,1,1,0,1,17,167
4228,2015,1225000,70000,1,1,0,0,12,120
4229,2015,350000,50000,1,1,0,1,4,54
4230,2015,350000,120000,1,1,0,2,12,130
4231,2011,800000,230000,1,1,0,0,6,82
4232,2004,125000,70000,0,1,1,1,1,29
4233,2010,75000,100000,1,1,0,2,4,54
4234,2018,509999,15000,0,1,0,0,12,128
4235,2014,215000,80000,1,1,0,2,4,52
4236,2018,465000,25000,1,1,0,0,1,30
4237,2017,625000,52000,0,0,0,0,0,13
4238,2017,490000,66000,1,0,0,0,1,30
4239,2017,880000,64000,1,0,0,0,0,11
4240,2013,290000,49000,0,1,0,0,1,29
4241,2006,115999,100000,1,1,0,1,4,59
4242,2017,685000,72000,1,0,0,0,0,6
4243,2009,300000,50000,0,1,0,0,3,46
4244,2017,680000,44000,1,0,0,0,1,31
4245,2014,480000,101000,1,0,0,0,0,7
4246,2016,630000,55000,1,0,0,0,0,7
4247,2007,190000,115000,0,0,0,1,3,42
4248,2015,500000,100000,1,0,0,0,0,7
4249,2014,850000,52000,1,0,0,1,17,166
4250,2011,350000,105000,1,0,0,0,0,10
4251,2013,425000,170000,1,0,0,0,15,151
4252,2015,495000,105000,1,0,0,0,0,7
4253,2017,890000,60000,1,1,0,1,0,11
4254,2018,1100000,25000,1,1,1,1,1,23
4255,2014,650000,218000,1,1,0,1,12,120
4256,2018,465000,25000,1,1,0,0,1,30
4257,2017,625000,52000,0,0,0,0,0,13
4258,2017,490000,66000,1,0,0,0,1,30
4259,2017,880000,64000,1,0,0,0,0,11
4260,2013,290000,49000,0,1,0,0,1,29
4261,2006,115999,100000,1,1,0,1,4,59
4262,2017,685000,72000,1,0,0,0,0,6
4263,2009,300000,50000,0,1,0,0,3,46
4264,2017,680000,44000,1,0,0,0,1,31
4265,2014,480000,101000,1,0,0,0,0,7
4266,2016,630000,55000,1,0,0,0,0,7
4267,2007,190000,115000,0,0,0,1,3,42
4268,2015,500000,100000,1,0,0,0,0,7
4269,2014,850000,52000,1,0,0,1,17,166
4270,2011,350000,105000,1,0,0,0,0,10
4271,2013,425000,170000,1,0,0,0,15,151
4272,2015,495000,105000,1,0,0,0,0,7
4273,2017,890000,60000,1,1,0,1,0,11
4274,2018,1100000,25000,1,1,1,1,1,23
4275,2014,650000,218000,1,1,0,1,12,120
4276,2009,233000,58000,0,1,0,2,13,137
4277,2015,300000,110000,1,1,0,1,4,52
4278,2020,614000,1000,0,1,0,0,3,41
4279,2010,250000,100000,0,1,0,1,1,27
4280,2010,250000,110000,0,1,0,1,1,27
4281,2011,200000,40000,0,1,0,0,0,3
4282,2013,290000,52000,0,1,0,0,0,2
4283,2013,320000,80000,0,1,0,1,0,2
4284,2006,145000,52000,0,1,0,1,1,29
4285,2005,100000,124000,0,1,0,1,0,3
4286,2010,130000,210000,1,1,0,1,16,162
4287,2006,145000,66000,0,1,1,1,1,29
4288,2008,110000,120000,0,1,0,2,0,3
4289,2019,680000,40000,1,1,0,0,0,7
4290,2004,37500,90000,0,1,0,1,0,1
4291,2011,200000,120000,1,1,0,1,0,17
4292,2012,300000,110000,1,1,0,0,14,147
4293,2005,80000,56580,0,0,0,0,1,29
4294,2015,740000,45000,1,0,1,0,12,120
4295,2015,630000,50000,1,1,0,0,12,118
4296,2005,70000,68500,0,0,0,0,1,29
4297,2019,484999,5007,0,0,1,0,1,29
4298,2013,164000,30000,0,1,0,0,14,146
4299,2008,140000,70000,0,1,1,0,3,42
4300,2011,999000,49600,1,0,1,0,8,91
4301,2005,56000,23000,0,1,0,1,0,3
4302,2006,1050000,30000,1,0,1,0,18,115
4303,2010,190000,38000,0,0,0,0,1,23
4304,2018,3899000,22000,1,0,1,0,9,98
4305,2011,150000,40000,1,1,0,1,0,17
4306,2011,235000,43100,0,0,0,0,1,27
4307,2019,599000,15000,1,1,0,2,12,122
4308,2018,200000,35000,0,1,0,0,0,3
4309,2017,350000,10171,0,0,0,0,2,40
4310,2015,465000,41123,1,0,0,0,15,151
4311,2017,1900000,20118,0,0,1,0,6,85
4312,2019,1000000,15000,1,1,0,0,0,11
4313,2019,2800000,10000,1,1,1,0,13,139
4314,2015,470000,170000,1,1,0,0,0,7
4315,2017,415000,20000,0,1,0,0,0,4
4316,2014,500000,82000,1,1,0,0,14,145
4317,2013,150000,60000,0,1,0,1,5,77
4318,2005,95000,50000,0,1,0,1,0,3
4319,2012,400000,70000,1,1,0,0,0,7
4320,2008,114999,66782,0,1,0,1,0,3
4321,2006,75000,130000,0,1,0,0,0,3
4322,2013,500000,120000,1,1,0,0,1,23
4323,2014,195000,75000,0,1,0,1,0,1
4324,2015,155000,40000,0,1,0,0,0,3
4325,2000,65000,90000,0,1,0,1,0,3
4326,2005,65000,150000,0,1,0,2,3,42
4327,2015,190000,60000,0,1,0,1,4,55
4328,2012,200000,112198,1,1,0,1,12,130
4329,2010,160000,60000,0,1,0,1,4,61
4330,2010,150000,130000,1,1,0,1,4,54
4331,2015,530000,175000,1,1,0,2,13,135
4332,2015,750000,120000,1,1,0,0,12,118
4333,2012,225000,90000,1,1,0,1,0,17
4334,2012,600000,170000,1,1,0,0,6,82
4335,2014,409999,80000,1,1,0,1,1,31
4336,2014,409999,80000,1,1,0,1,1,31
4337,2009,110000,83000,0,1,0,1,0,1
4338,2016,865000,90000,1,1,0,0,1,25
4339,2016,225000,40000,0,1,0,0,15,152
